Date,Close_Price,ShortTermMomentum,LongTermMomentum,Hurst,RSI,Position,Signal,Stock
2015-10-16 00:00:00-04:00,25.132720947265625,-0.2444438934326172,-0.6518573760986328,0.4668136393601754,47.94248921437913,1.0,,AAPL
2015-10-22 00:00:00-04:00,26.142192840576172,0.8238735198974609,0.26708221435546875,0.4872439625612825,78.86815450980129,-1.0,-2.0,AAPL
2015-10-26 00:00:00-04:00,26.0924015045166,0.8035068511962891,0.1290149688720703,0.48052064906895287,55.687006969544846,1.0,2.0,AAPL
2015-10-28 00:00:00-04:00,26.995492935180664,1.24713134765625,2.310924530029297,0.4679100511239686,70.52119083781741,-1.0,-2.0,AAPL
2015-10-30 00:00:00-04:00,27.04755401611328,0.095062255859375,2.245290756225586,0.4751039956228815,66.07737207520233,1.0,2.0,AAPL
2015-11-02 00:00:00-05:00,27.427799224853516,1.335397720336914,2.444459915161133,0.4817831685801046,72.13559474629871,-1.0,-2.0,AAPL
2015-11-05 00:00:00-05:00,27.48610496520996,0.20542335510253906,2.4122257232666016,0.46447698742287746,64.89698326741157,1.0,2.0,AAPL
2016-01-06 00:00:00-05:00,22.889934539794922,-1.8275604248046875,-4.166561126708984,0.5037857278331773,14.410375560357267,-1.0,-2.0,AAPL
2016-01-11 00:00:00-05:00,22.396678924560547,-1.5502395629882812,-3.884702682495117,0.49299306356023426,29.145850588520403,1.0,2.0,AAPL
2016-01-13 00:00:00-05:00,22.137544631958008,-0.7523899078369141,-3.5891971588134766,0.5036353045035618,29.80280069668777,-1.0,-2.0,AAPL
2016-01-14 00:00:00-05:00,22.621706008911133,0.6978321075439453,-2.9459171295166016,0.5219871751682538,45.3424955498386,1.0,2.0,AAPL
2016-01-19 00:00:00-05:00,21.97161102294922,-0.4250679016113281,-3.3368892669677734,0.5226000837222724,32.69539657531476,-1.0,-2.0,AAPL
2016-01-22 00:00:00-05:00,23.0535945892334,0.4318885803222656,-1.3433971405029297,0.5145547695942208,66.5431828943675,1.0,2.0,AAPL
2016-01-28 00:00:00-05:00,21.38743019104004,-0.502349853515625,-2.8936328887939453,0.506708119766025,32.869759649649836,-1.0,-2.0,AAPL
2016-02-03 00:00:00-05:00,21.901138305664062,0.6660022735595703,-2.0457801818847656,0.5317051137821739,49.01014200488539,1.0,2.0,AAPL
2016-02-05 00:00:00-05:00,21.487483978271484,-0.6386966705322266,-1.4024505615234375,0.521510889952221,39.28779570155662,-1.0,-2.0,AAPL
2016-02-09 00:00:00-05:00,21.709171295166016,0.23309326171875,-0.3306312561035156,0.5215743991254671,45.9797852336967,1.0,2.0,AAPL
2016-02-10 00:00:00-05:00,21.544614791870117,-0.3565235137939453,-0.8520641326904297,0.5361725851670406,40.7860512889661,-1.0,-2.0,AAPL
2016-02-16 00:00:00-05:00,22.086261749267578,0.3725261688232422,-0.5354442596435547,0.5687979237231067,64.71304452093943,1.0,2.0,AAPL
2016-02-23 00:00:00-05:00,21.64061164855957,-0.4456501007080078,-1.4129829406738281,0.5576215748926527,39.71467664134766,-1.0,-2.0,AAPL
2016-02-25 00:00:00-05:00,22.113679885864258,0.11426544189453125,-0.6148624420166016,0.5453092775334135,57.464741724592365,1.0,2.0,AAPL
2016-03-11 00:00:00-05:00,23.37067413330078,-0.1714038848876953,1.826059341430664,0.5491931732368064,71.52916268098933,-1.0,-2.0,AAPL
2016-03-14 00:00:00-04:00,23.430089950561523,0.1485576629638672,2.0157432556152344,0.5735542906247161,73.65187932130988,1.0,2.0,AAPL
2016-04-21 00:00:00-04:00,24.21855926513672,-1.4009571075439453,-0.1714000701904297,0.508962287821591,24.68631457236971,-1.0,-2.0,AAPL
2016-05-04 00:00:00-04:00,21.526342391967773,-0.8296051025390625,-3.569814682006836,0.4906191546597171,19.328435028240932,1.0,2.0,AAPL
2016-05-23 00:00:00-04:00,22.17244529724121,0.5863323211669922,-1.979837417602539,0.44040560082608715,73.67516091688434,-1.0,-2.0,AAPL
2016-06-01 00:00:00-04:00,22.639217376708984,0.12876510620117188,1.2385807037353516,0.4332215298802763,54.3270411714846,1.0,2.0,AAPL
2016-06-09 00:00:00-04:00,22.91282844543457,0.4437713623046875,1.4324798583984375,0.45696545851690157,70.19554431982004,-1.0,-2.0,AAPL
2016-06-10 00:00:00-04:00,22.724288940429688,0.20923423767089844,1.453176498413086,0.455718058783046,52.25621089562949,1.0,2.0,AAPL
2016-06-22 00:00:00-04:00,21.97010612487793,-0.3655967712402344,-0.20233917236328125,0.5140858557094742,32.7454059425835,-1.0,-2.0,AAPL
2016-06-24 00:00:00-04:00,21.47574806213379,-0.44377708435058594,-1.4301815032958984,0.49624020285045795,21.74278280738737,1.0,2.0,AAPL
2016-06-27 00:00:00-04:00,21.163043975830078,-0.7035884857177734,-1.9245433807373047,0.5051303943952722,16.496962233919106,-1.0,-2.0,AAPL
2016-06-28 00:00:00-04:00,21.51943588256836,-0.533447265625,-1.554351806640625,0.49435837809472094,37.856736214207544,1.0,2.0,AAPL
2016-07-11 00:00:00-04:00,22.29891014099121,0.2506256103515625,-0.6139183044433594,0.4822842725858611,70.5384350671691,-1.0,-2.0,AAPL
2016-07-13 00:00:00-04:00,22.273618698120117,0.3081073760986328,-0.10806846618652344,0.48371019778357993,61.29493691344409,1.0,2.0,AAPL
2016-07-14 00:00:00-04:00,22.715085983276367,0.6553020477294922,0.3058013916015625,0.48886332834537477,78.26086652409887,-1.0,-2.0,AAPL
2016-07-19 00:00:00-04:00,22.96341896057129,0.5633373260498047,1.043893814086914,0.5019492361152947,84.21502988981592,1.0,2.0,AAPL
2016-07-27 00:00:00-04:00,23.671613693237305,0.6875019073486328,2.5085697174072266,0.4685079168563068,76.74155243385225,-1.0,-2.0,AAPL
2016-08-02 00:00:00-04:00,24.023406982421875,1.7957744598388672,1.9751224517822266,0.4844852093969856,66.69561521928918,1.0,2.0,AAPL
2016-08-03 00:00:00-04:00,24.324623107910156,0.6530094146728516,2.4832820892333984,0.4997248960420482,72.61663987613098,-1.0,-2.0,AAPL
2016-08-04 00:00:00-04:00,24.474891662597656,0.48367881774902344,2.509380340576172,0.5037627452046437,75.3495208882652,1.0,2.0,AAPL
2016-08-05 00:00:00-04:00,24.847087860107422,0.8857574462890625,2.787303924560547,0.49095887214193845,81.16835605762166,-1.0,-2.0,AAPL
2016-08-12 00:00:00-04:00,25.008907318115234,0.1618194580078125,2.293821334838867,0.5069295772731162,72.72585909554692,1.0,2.0,AAPL
2016-09-07 00:00:00-04:00,25.05052375793457,0.5455799102783203,-0.002307891845703125,0.44315166255069616,70.56955991878733,-1.0,-2.0,AAPL
2016-09-08 00:00:00-04:00,24.39397430419922,-0.13408279418945312,-0.7605762481689453,0.4606873703882185,29.653520019355327,1.0,2.0,AAPL
2016-09-14 00:00:00-04:00,25.83884048461914,0.7883167266845703,0.5293960571289062,0.45604349670706157,74.99082989384553,-1.0,-2.0,AAPL
2016-09-19 00:00:00-04:00,26.257272720336914,1.8817806243896484,1.0402965545654297,0.47656909438095557,66.87027210850684,1.0,2.0,AAPL
2016-09-22 00:00:00-04:00,26.497697830200195,-0.2196216583251953,1.3338985443115234,0.4432542390618999,72.48011505273487,-1.0,-2.0,AAPL
2016-09-23 00:00:00-04:00,26.056150436401367,-0.5109024047851562,1.0819168090820312,0.42801805576394564,51.975827868321005,1.0,2.0,AAPL
2016-10-10 00:00:00-04:00,26.82828712463379,0.8160610198974609,2.9868316650390625,0.4334582745371723,81.41110121435773,-1.0,-2.0,AAPL
2016-10-19 00:00:00-04:00,27.075647354125977,-0.05085563659667969,0.8206806182861328,0.4503521111348955,65.56620554268123,1.0,2.0,AAPL
2016-10-25 00:00:00-04:00,27.336875915527344,0.1803150177001953,1.2414283752441406,0.4921650164725029,76.03832575089959,-1.0,-2.0,AAPL
2016-10-26 00:00:00-04:00,26.72194480895996,-0.3537025451660156,0.5779476165771484,0.4956092518604321,34.070278823891044,1.0,2.0,AAPL
2016-11-03 00:00:00-04:00,25.520715713500977,-0.9446239471435547,-0.6140346527099609,0.5023391711152226,11.0514230385496,-1.0,-2.0,AAPL
2016-11-04 00:00:00-04:00,25.29067039489746,-0.9989700317382812,-1.0382709503173828,0.49435781926800304,8.706602267676004,1.0,2.0,AAPL
2016-11-10 00:00:00-05:00,25.04669189453125,-0.47402381896972656,-2.0798110961914062,0.5091823141122893,21.778925459675364,-1.0,-2.0,AAPL
2016-11-17 00:00:00-05:00,25.54859733581543,0.5019054412841797,-1.5270500183105469,0.5244909903954218,56.10473989799072,1.0,2.0,AAPL
2016-11-29 00:00:00-05:00,25.89946746826172,-0.06274223327636719,-0.39017295837402344,0.5145093027959406,59.38488910021683,-1.0,-2.0,AAPL
2016-11-30 00:00:00-05:00,25.681047439575195,-0.2974224090576172,-0.5669803619384766,0.4941010244510183,42.69162139467877,1.0,2.0,AAPL
2016-12-08 00:00:00-05:00,26.052837371826172,0.6111297607421875,0.24631690979003906,0.49347412196239665,70.91357414501654,-1.0,-2.0,AAPL
2016-12-09 00:00:00-05:00,26.478059768676758,0.9410743713378906,0.7133579254150391,0.5042221930841234,81.04725536570629,1.0,2.0,AAPL
2016-12-27 00:00:00-05:00,27.247194290161133,0.14406585693359375,1.2710399627685547,0.4965486323616587,76.56622928004991,-1.0,-2.0,AAPL
2016-12-28 00:00:00-05:00,27.131011962890625,-0.044147491455078125,1.2059783935546875,0.501056617210602,62.45343190136114,1.0,2.0,AAPL
2017-04-19 00:00:00-04:00,32.8309211730957,-0.2216949462890625,-0.18202590942382812,0.7587460634551075,27.58466006230897,-1.0,-2.0,AAPL
2017-04-20 00:00:00-04:00,33.24164962768555,0.14934539794921875,0.6067619323730469,0.7503401426879568,57.549596605685664,1.0,2.0,AAPL
2017-06-09 00:00:00-04:00,34.91141891479492,-1.5161666870117188,-0.8553390502929688,0.7459442921246625,21.556500903196195,-1.0,-2.0,AAPL
2017-06-19 00:00:00-04:00,34.29277801513672,0.21558761596679688,-1.4528694152832031,0.7548394340213777,45.82275263900596,1.0,2.0,AAPL
2017-06-20 00:00:00-04:00,33.981109619140625,-0.37026214599609375,-1.8864097595214844,0.7315871266779719,39.848513397624544,-1.0,-2.0,AAPL
2017-06-21 00:00:00-04:00,34.18263626098633,0.16637420654296875,-1.9028205871582031,0.7255954599328053,45.582894930708854,1.0,2.0,AAPL
2017-06-26 00:00:00-04:00,34.170928955078125,-0.12184906005859375,-1.8864059448242188,0.729824806791946,45.64008605981743,-1.0,-2.0,AAPL
2017-07-05 00:00:00-04:00,33.76551055908203,0.08435440063476562,-2.305877685546875,0.7653960509060412,43.81257588334062,1.0,2.0,AAPL
2017-07-06 00:00:00-04:00,33.44682693481445,-0.7264366149902344,-2.746417999267578,0.7564731733422768,33.289022478843535,-1.0,-2.0,AAPL
2017-07-07 00:00:00-04:00,33.78661346435547,0.1171722412109375,-2.6222190856933594,0.7583781544823349,49.46617886372665,1.0,2.0,AAPL
2017-09-08 00:00:00-04:00,37.31875228881836,-1.2633209228515625,-0.4234428405761719,0.7240398462987242,23.069418414796203,-1.0,-2.0,AAPL
2017-09-11 00:00:00-04:00,37.993934631347656,-0.5999031066894531,1.4538803100585938,0.7419257901634987,52.0180429736352,1.0,2.0,AAPL
2017-09-13 00:00:00-04:00,37.55870819091797,-0.53167724609375,-0.04705047607421875,0.7531719037487238,38.45269202870629,-1.0,-2.0,AAPL
2017-09-15 00:00:00-04:00,37.61281204223633,0.29405975341796875,-0.251739501953125,0.7406304186672554,46.59049675481954,1.0,2.0,AAPL
2017-09-20 00:00:00-04:00,36.71649169921875,-0.8422164916992188,-0.2681884765625,0.709587728315195,24.182813452462952,-1.0,-2.0,AAPL
2017-09-29 00:00:00-04:00,36.25774002075195,0.5246200561523438,-2.171417236328125,0.6901238408356903,47.07528370388083,1.0,2.0,AAPL
2017-10-04 00:00:00-04:00,36.107177734375,-0.17645263671875,-2.023212432861328,0.6964044290126297,41.71927483860193,-1.0,-2.0,AAPL
2017-10-05 00:00:00-04:00,36.5565185546875,0.4963951110839844,-1.5338668823242188,0.7108955214710846,59.969993839294304,1.0,2.0,AAPL
2017-10-11 00:00:00-04:00,36.829410552978516,0.7222328186035156,-1.0139579772949219,0.7224261727575975,70.84281811073446,-1.0,-2.0,AAPL
2017-10-12 00:00:00-04:00,36.70002746582031,0.1435089111328125,-0.8586807250976562,0.6799569388783906,59.45172947931875,1.0,2.0,AAPL
2017-10-13 00:00:00-04:00,36.932926177978516,0.3975830078125,-0.3034782409667969,0.6913406133980735,70.22451178459504,-1.0,-2.0,AAPL
2017-10-16 00:00:00-04:00,37.61281204223633,0.9504318237304688,0.0,0.6869713918337483,84.88147346935034,,,AAPL
2017-10-17 00:00:00-04:00,37.75162124633789,1.0751228332519531,0.4234619140625,0.6809232521219974,86.5687758655737,1.0,,AAPL
2017-10-19 00:00:00-04:00,36.69532012939453,-0.00470733642578125,-0.02117156982421875,0.6624412157697886,37.885032716809704,-1.0,-2.0,AAPL
2017-10-20 00:00:00-04:00,36.75883865356445,-0.1740875244140625,0.6728439331054688,0.6461840261878186,40.48305373940526,1.0,2.0,AAPL
2017-12-05 00:00:00-05:00,40.05239486694336,-0.8098297119140625,-0.5293731689453125,0.5599790108857685,35.20317792973228,-1.0,-2.0,AAPL
2017-12-11 00:00:00-05:00,40.76778030395508,0.6776046752929688,-0.6091384887695312,0.5820277205215179,68.92875839584508,1.0,2.0,AAPL
2017-12-26 00:00:00-05:00,40.2719612121582,-1.3811988830566406,-1.0388450622558594,0.5712048541749072,28.502959236127253,-1.0,-2.0,AAPL
2018-01-02 00:00:00-05:00,40.67097473144531,-0.6492881774902344,0.09679031372070312,0.5720102400548895,52.95614311475674,1.0,2.0,AAPL
2018-01-24 00:00:00-05:00,41.13373947143555,-1.1521720886230469,-0.1865234375,0.5523522065033479,29.527172116139994,-1.0,-2.0,AAPL
2018-01-26 00:00:00-05:00,40.493896484375,-1.6409111022949219,0.22193527221679688,0.5749299663372421,23.11799310095614,1.0,2.0,AAPL
2018-01-29 00:00:00-05:00,39.655738830566406,-2.134368896484375,-0.6233100891113281,0.5627856398601031,14.198655608536555,-1.0,-2.0,AAPL
2018-02-12 00:00:00-05:00,38.57283020019531,1.6251792907714844,-2.8111724853515625,0.5154333427713911,55.13446854483099,1.0,2.0,AAPL
2018-02-15 00:00:00-05:00,41.00986099243164,4.37860107421875,-1.2760505676269531,0.5025860779236562,76.49326915691648,-1.0,-2.0,AAPL
2018-02-21 00:00:00-05:00,40.554683685302734,1.5954513549804688,-1.2354240417480469,0.5299809711263503,65.717984774033,1.0,2.0,AAPL
2018-02-22 00:00:00-05:00,40.8936882019043,1.2161445617675781,-0.9058609008789062,0.5062481891280387,70.37335471620635,-1.0,-2.0,AAPL
2018-02-23 00:00:00-05:00,41.60488510131836,0.5950241088867188,0.4711456298828125,0.5133817032074788,78.15318824935271,1.0,2.0,AAPL
2018-03-26 00:00:00-04:00,40.957706451416016,-0.599761962890625,-0.6471786499023438,0.5017930027191818,50.42613262845691,-1.0,-2.0,AAPL
2018-04-02 00:00:00-04:00,39.51397705078125,0.4124946594238281,-1.972381591796875,0.5287322857329385,36.28487664713327,1.0,2.0,AAPL
2018-04-03 00:00:00-04:00,39.919349670410156,-1.0383567810058594,-1.8538551330566406,0.5317009813026271,45.51988236295513,-1.0,-2.0,AAPL
2018-04-04 00:00:00-04:00,40.682701110839844,0.7751922607421875,-1.2351112365722656,0.5303376721003988,59.37875732289632,1.0,2.0,AAPL
2018-04-16 00:00:00-04:00,41.680755615234375,1.3678665161132812,-0.6708908081054688,0.5030887269159376,71.18666183335408,-1.0,-2.0,AAPL
2018-04-20 00:00:00-04:00,39.286380767822266,-2.1359596252441406,-1.3157196044921875,0.48616145302599595,23.050394493549376,1.0,2.0,AAPL
2018-05-02 00:00:00-04:00,41.85855484008789,3.062885284423828,1.9392051696777344,0.4449965136447842,78.27050393607382,-1.0,-2.0,AAPL
2018-05-15 00:00:00-04:00,44.36880874633789,0.2628746032714844,2.6880531311035156,0.4756600961446778,65.9167530861585,1.0,2.0,AAPL
2018-05-16 00:00:00-04:00,44.78289794921875,0.3664131164550781,2.5284576416015625,0.4711273119956601,72.62655130547854,-1.0,-2.0,AAPL
2018-05-17 00:00:00-04:00,44.49970245361328,-0.5521049499511719,2.340076446533203,0.48868566602739605,62.164571212652056,1.0,2.0,AAPL
2018-06-01 00:00:00-04:00,45.273128509521484,0.49737548828125,3.4145736694335938,0.4457500978299026,73.13102697980935,-1.0,-2.0,AAPL
2018-06-08 00:00:00-04:00,45.62058639526367,0.3474578857421875,1.2041015625,0.4700282560830696,55.1093471873029,1.0,2.0,AAPL
2018-06-19 00:00:00-04:00,44.190330505371094,-1.5682830810546875,-0.14754486083984375,0.5034105068528336,16.098483889476498,-1.0,-2.0,AAPL
2018-06-21 00:00:00-04:00,44.13560485839844,-1.2707901000976562,-0.40454864501953125,0.49814362030306175,22.310236827616876,1.0,2.0,AAPL
2018-07-09 00:00:00-04:00,45.35404586791992,1.3017387390136719,-0.6853828430175781,0.4985182943802147,73.13116330761412,-1.0,-2.0,AAPL
2018-07-11 00:00:00-04:00,44.71150588989258,0.9423980712890625,-0.7972373962402344,0.5103478399127521,51.68285175653913,1.0,2.0,AAPL
2018-07-24 00:00:00-04:00,45.92995071411133,0.36887359619140625,1.9228630065917969,0.4432250145255546,72.31769357322548,-1.0,-2.0,AAPL
2018-07-27 00:00:00-04:00,45.44923400878906,-0.10947799682617188,1.623016357421875,0.4727972779966447,40.71618860837471,1.0,2.0,AAPL
2018-08-01 00:00:00-04:00,47.952781677246094,1.5896987915039062,3.407867431640625,0.49340431039818744,81.55229874744951,-1.0,-2.0,AAPL
2018-08-02 00:00:00-04:00,49.35447311401367,3.1365623474121094,5.585365295410156,0.531986443228013,87.35780230227965,1.0,2.0,AAPL
2018-08-24 00:00:00-04:00,51.62196350097656,-0.3391151428222656,5.404052734375,0.5901192301642448,76.62017050256854,-1.0,-2.0,AAPL
2018-08-27 00:00:00-04:00,52.04704666137695,0.5922508239746094,6.597812652587891,0.6043493306364338,83.21595881331444,1.0,2.0,AAPL
2018-10-10 00:00:00-04:00,51.66971206665039,-3.7517776489257812,-1.788726806640625,0.6571064933826934,27.041061250219656,-1.0,-2.0,AAPL
2018-10-16 00:00:00-04:00,53.05244827270508,-1.127197265625,1.01971435546875,0.6169988676176417,52.28936804994016,1.0,2.0,AAPL
2018-10-19 00:00:00-04:00,52.37422180175781,-0.6686820983886719,-0.17193603515625,0.65714923608654,47.66259519237939,-1.0,-2.0,AAPL
2018-10-22 00:00:00-04:00,52.694236755371094,0.7857017517089844,0.7140579223632812,0.6587530737118384,51.75239980296986,1.0,2.0,AAPL
2018-10-24 00:00:00-04:00,51.36642837524414,-1.456756591796875,-1.6955795288085938,0.6290899694156912,36.21384444936598,-1.0,-2.0,AAPL
2018-10-25 00:00:00-04:00,52.49124526977539,0.9027214050292969,-0.1480560302734375,0.6091575574621626,50.56589960955034,1.0,2.0,AAPL
2018-10-26 00:00:00-04:00,51.6553955078125,-0.7188262939453125,-2.065746307373047,0.6249773030592928,41.82460228446209,-1.0,-2.0,AAPL
2018-10-31 00:00:00-04:00,52.26675033569336,0.9003219604492188,-2.4884376525878906,0.608882303886944,55.457738712147496,1.0,2.0,AAPL
2018-11-02 00:00:00-04:00,49.54905319213867,-2.106342315673828,-4.898075103759766,0.6259760300608898,32.06525190017071,-1.0,-2.0,AAPL
2018-11-28 00:00:00-05:00,43.36171340942383,0.9490127563476562,-7.324089050292969,0.5519397945920747,49.03548695269333,1.0,2.0,AAPL
2018-12-06 00:00:00-05:00,41.87110900878906,-1.4906044006347656,-6.271335601806641,0.6001915748261757,35.95095964582568,-1.0,-2.0,AAPL
2018-12-31 00:00:00-05:00,37.801902770996094,1.679931640625,-5.559810638427734,0.5619168557153286,49.48213451472002,1.0,2.0,AAPL
2019-01-03 00:00:00-05:00,34.07538604736328,-3.5899200439453125,-8.720760345458984,0.6212043621021701,19.588543829542843,-1.0,-2.0,AAPL
2019-01-10 00:00:00-05:00,36.857696533203125,2.7823104858398438,-3.7864112854003906,0.5919840326594691,54.91648410765775,1.0,2.0,AAPL
2019-01-28 00:00:00-05:00,37.45681381225586,-0.1246185302734375,-0.20849227905273438,0.6190397624670035,57.98936870038433,-1.0,-2.0,AAPL
