Date,stock_returns_AAPL,strategy_returns_AAPL,stock_returns_GOOGL,strategy_returns_GOOGL,stock_returns_NFLX,strategy_returns_NFLX,stock_returns_AMZN,strategy_returns_AMZN,stock_returns_META,strategy_returns_META,portfolio_returns,portfolio_strategy,cumulative_portfolio_strategy,cum_max
2015-10-19 00:00:00-04:00,,,,,,,,,,,0.0,0.0,0.0,0.0
2015-10-20 00:00:00-04:00,0.01809379171302137,0.01809379171302137,-0.028916144990370013,-0.028916144990370013,-0.026910180459917252,0.026910180459917252,-0.021640437393723278,-0.021640437393723278,-0.015040905796576355,-0.015040905796576355,-0.014882775385513105,-0.004118703201546205,-0.004118703201546205,0.0
2015-10-21 00:00:00-04:00,-8.81471557335161e-05,-8.81471557335161e-05,-0.012132116449301752,-0.012132116449301752,-0.01045959061341389,0.01045959061341389,-0.009152467645848823,-0.009152467645848823,0.0011333278412500646,0.0011333278412500646,-0.006139798804609584,-0.0019559625592440273,-0.006074665760790232,0.0
2015-10-22 00:00:00-04:00,0.015179595577027891,0.015179595577027891,0.013807160031438259,0.013807160031438259,-0.006554707958511793,0.006554707958511793,0.014540110170808777,0.014540110170808777,0.02602039733177009,0.02602039733177009,0.012598511030506642,0.015220394213911363,0.00914572845312113,0.00914572845312113
2015-10-23 00:00:00-04:00,0.030525158723986288,-0.030525158723986288,0.054552362799646266,0.054552362799646266,0.027565600381506468,-0.027565600381506468,0.06041703456412543,0.06041703456412543,0.02496914451554659,0.02496914451554659,0.0396058601969622,0.016369556554765106,0.025515285007886235,0.025515285007886235
2015-10-26 00:00:00-04:00,-0.03243160987057313,0.03243160987057313,0.016257393733473326,0.016257393733473326,0.02954715608017692,0.02954715608017692,0.015865991188240783,0.015865991188240783,0.015342992154476476,0.015342992154476476,0.008916384657158875,0.021889028605388126,0.047404313613274365,0.047404313613274365
2015-10-27 00:00:00-04:00,-0.006352475269398575,-0.006352475269398575,0.0023224756290323788,0.0023224756290323788,0.0002910948466341103,0.0002910948466341103,0.003935684634853103,0.003935684634853103,-0.0006747731731658209,-0.0006747731731658209,-9.559866640896083e-05,-9.559866640896083e-05,0.04730871494686541,0.047404313613274365
2015-10-28 00:00:00-04:00,0.04037825716609639,0.04037825716609639,0.005579282436294769,0.005579282436294769,0.026142182180948433,0.026142182180948433,0.009917716371994578,0.009917716371994578,0.004809974643652734,0.004809974643652734,0.017365482559797384,0.017365482559797384,0.06467419750666278,0.06467419750666278
2015-10-29 00:00:00-04:00,0.010508894627270608,-0.010508894627270608,0.01070350766915457,0.01070350766915457,-0.006447967404426854,-0.006447967404426854,0.015197489637304624,0.015197489637304624,0.006504747399397868,0.006504747399397868,0.007293334385740163,0.00308977653483192,0.0677639740414947,0.0677639740414947
2015-10-30 00:00:00-04:00,-0.008582241709875872,0.008582241709875872,-0.010065960993323672,-0.010065960993323672,0.030540963931456114,0.030540963931456114,-0.0010379437598100534,-0.0010379437598100534,-0.02813816829019291,-0.02813816829019291,-0.003456670164349278,-2.3773480398929513e-05,0.06774020056109577,0.0677639740414947
2015-11-02 00:00:00-05:00,0.013960492654610846,0.013960492654610846,0.013938448693270225,0.013938448693270225,-0.006851224607418829,-0.006851224607418829,0.003906705122261544,0.003906705122261544,0.013055500458839301,0.013055500458839301,0.007601984464312617,0.007601984464312617,0.07534218502540839,0.07534218502540839
2015-11-03 00:00:00-05:00,0.011405312486485155,-0.011405312486485155,0.001443333023801975,0.001443333023801975,0.019321591976140154,0.019321591976140154,-0.004849823028025014,-0.004849823028025014,-0.007091184111574972,-0.007091184111574972,0.004045846069365459,-0.0005162789252286023,0.07482590610017979,0.07534218502540839
2015-11-04 00:00:00-05:00,-0.004661168483623907,0.004661168483623907,0.008629552826049105,0.008629552826049105,0.038523063323925216,-0.038523063323925216,0.024703971340571496,0.024703971340571496,0.013170828779606824,0.013170828779606824,0.016073249557305748,0.002528491621185223,0.07735439772136501,0.07735439772136501
2015-11-05 00:00:00-05:00,-0.004620610332228705,0.004620610332228705,0.007071403948077889,0.007071403948077889,-0.004834138567008707,-0.004834138567008707,0.022675677410498654,0.022675677410498654,0.04532985020735362,0.04532985020735362,0.013124436533338552,0.014972680666230032,0.09232707838759505,0.09232707838759505
2015-11-06 00:00:00-05:00,0.0011572250031948496,0.0011572250031948496,0.0012218900438079776,0.0012218900438079776,0.0049217674023564655,0.0049217674023564655,0.005657632795229069,0.005657632795229069,-0.015380719602128768,-0.015380719602128768,-0.0004844408715080812,-0.0004844408715080812,0.09184263751608697,0.09232707838759505
2015-11-09 00:00:00-05:00,-0.004055881595213965,-0.004055881595213965,-0.009008499257376006,-0.009008499257376006,-0.03751777085361801,0.03751777085361801,-0.005901677514696447,-0.005901677514696447,-0.005711880957399356,-0.005711880957399356,-0.012439142035660756,0.002567966305786447,0.09441060382187341,0.09441060382187341
2015-11-10 00:00:00-05:00,-0.032024465783003005,-0.032024465783003005,0.004613254948688084,0.004613254948688084,0.025522560496938056,0.025522560496938056,0.006371801622698443,0.006371801622698443,0.013246535643773486,0.013246535643773486,0.0035459373858190133,0.0035459373858190133,0.09795654120769243,0.09795654120769243
2015-11-11 00:00:00-05:00,-0.005667992944593161,-0.005667992944593161,0.009176310512249047,0.009176310512249047,0.0014187239819015913,0.0014187239819015913,0.020361782245871995,0.020361782245871995,0.010142047339634107,0.010142047339634107,0.0070861742270127166,0.0070861742270127166,0.10504271543470514,0.10504271543470514
2015-11-12 00:00:00-05:00,-0.003364593193245223,-0.003364593193245223,-0.011460410624607571,-0.011460410624607571,-0.03553446695448204,-0.03553446695448204,-0.011427833535744648,-0.011427833535744648,-0.009123243740805575,-0.009123243740805575,-0.014182109609777014,-0.014182109609777014,0.09086060582492812,0.10504271543470514
2015-11-13 00:00:00-05:00,-0.029643468747101987,-0.029643468747101987,-0.021997359688778657,-0.021997359688778657,-0.04959379739130912,0.04959379739130912,-0.03555551684774463,-0.03555551684774463,-0.038406408469109,-0.038406408469109,-0.03503931022880868,-0.01520179127228503,0.07565881455264309,0.10504271543470514
2015-11-16 00:00:00-05:00,0.01624617005202592,0.01624617005202592,0.013888219897081661,0.013888219897081661,0.07165852639668446,0.07165852639668446,0.008464080178710955,0.008464080178710955,0.0008655014016510506,0.0008655014016510506,0.02222449958523081,0.02222449958523081,0.0978833141378739,0.10504271543470514
2015-11-17 00:00:00-05:00,-0.004300650782515231,-0.004300650782515231,-0.005934262883242164,-0.005934262883242164,0.050349877573179935,0.050349877573179935,-0.006986209277764125,-0.006986209277764125,0.010422161932205458,0.010422161932205458,0.008710183312372775,0.008710183312372775,0.10659349745024668,0.10659349745024668
2015-11-18 00:00:00-05:00,0.03117406515278446,0.03117406515278446,0.018632799395208663,0.018632799395208663,0.02969972923553516,0.02969972923553516,0.030977875324577683,0.030977875324577683,0.024801624795833248,0.024801624795833248,0.027057218780787845,0.027057218780787845,0.13365071623103453,0.13365071623103453
2015-11-19 00:00:00-05:00,0.012623705264720593,0.012623705264720593,-9.205769484095667e-05,-9.205769484095667e-05,-0.0034045790437173796,-0.0034045790437173796,-0.003426870357171514,-0.003426870357171514,-0.01411033828562079,-0.01411033828562079,-0.0016820280233260092,-0.0016820280233260092,0.13196868820770852,0.13365071623103453
2015-11-20 00:00:00-05:00,0.004368287285950171,0.004368287285950171,0.02220078492552837,0.02220078492552837,0.02966697250519334,0.02966697250519334,0.010799405843003132,0.010799405843003132,0.009926099980458191,0.009926099980458191,0.01539231010802664,0.01539231010802664,0.14736099831573515,0.14736099831573515
2015-11-23 00:00:00-05:00,-0.0130780082747974,-0.0130780082747974,-0.0003861592406826023,-0.0003861592406826023,0.009563318473506582,0.009563318473506582,0.015644812781888586,0.015644812781888586,-0.003453644366371301,-0.003453644366371301,0.0016580638747087726,0.0016580638747087726,0.14901906219044392,0.14901906219044392
2015-11-24 00:00:00-05:00,0.009551224227153512,0.009551224227153512,-0.009144305277983465,-0.009144305277983465,-0.013852208660119053,-0.013852208660119053,-0.011613803368476512,-0.011613803368476512,-0.011378183525736428,-0.011378183525736428,-0.007287455321032389,-0.007287455321032389,0.14173160686941152,0.14901906219044392
2015-11-25 00:00:00-05:00,-0.007175770826489006,-0.007175770826489006,-0.00048080024965232814,-0.00048080024965232814,0.00686959584648279,0.00686959584648279,0.006223590044783705,0.006223590044783705,-0.003125676341181467,-0.003125676341181467,0.0004621876947887386,0.0004621876947887386,0.14219379456420025,0.14901906219044392
2015-11-27 00:00:00-05:00,-0.0018656370018894748,-0.0018656370018894748,0.0035166246581538794,0.0035166246581538794,0.010256490134848532,0.010256490134848532,-0.0030846857313211024,-0.0030846857313211024,0.00037937524806616607,0.00037937524806616607,0.0018404334615716,0.0018404334615716,0.14403422802577184,0.14901906219044392
2015-11-30 00:00:00-05:00,0.0041506322701132916,0.0041506322701132916,-0.011884203416481316,-0.011884203416481316,-0.01696387164015139,-0.01696387164015139,-0.012645237381074675,-0.012645237381074675,-0.011540972385050937,-0.011540972385050937,-0.009776730510529005,-0.009776730510529005,0.13425749751524285,0.14901906219044392
2015-12-01 00:00:00-05:00,-0.008148140447727365,-0.008148140447727365,0.027079631728723588,0.027079631728723588,0.01640568261105526,0.01640568261105526,0.021223168795362995,0.021223168795362995,0.02725382109626267,-0.02725382109626267,0.01676283275673543,0.005861304318230361,0.14011880183347322,0.14901906219044392
2015-12-02 00:00:00-05:00,-0.009074521845295195,-0.009074521845295195,-0.00760734868054114,-0.00760734868054114,0.028000177579286533,0.028000177579286533,-0.0045016246967343925,-0.0045016246967343925,-0.009850466686659997,-0.009850466686659997,-0.0006067568659888381,-0.0006067568659888381,0.13951204496748437,0.14901906219044392
2015-12-03 00:00:00-05:00,-0.009331401620668409,-0.009331401620668409,-0.012483638673825142,-0.012483638673825142,-0.01657968062069528,-0.01657968062069528,-0.014542862655202382,-0.014542862655202382,-0.01606124717038779,-0.01606124717038779,-0.013799766148155802,-0.013799766148155802,0.12571227881932856,0.14901906219044392
2015-12-04 00:00:00-05:00,0.03270573283035141,0.03270573283035141,0.014230443433824439,0.014230443433824439,0.03197288930536803,0.03197288930536803,0.00954529186108015,0.00954529186108015,0.017097714844631944,0.017097714844631944,0.021110414455051192,0.021110414455051192,0.14682269327437975,0.14901906219044392
2015-12-07 00:00:00-05:00,-0.006320993243838636,-0.006320993243838636,-0.008014396893588516,-0.008014396893588516,-0.043473170383146166,-0.043473170383146166,-0.004186292980946955,-0.004186292980946955,-0.005382714008484583,-0.005382714008484583,-0.013475513502000972,-0.013475513502000972,0.13334717977237878,0.14901906219044392
2015-12-08 00:00:00-05:00,-0.00042269108818926,-0.00042269108818926,0.002777498933424822,0.002777498933424822,0.012840017262458904,0.012840017262458904,0.01113464962931569,0.01113464962931569,0.008298012696891488,0.008298012696891488,0.006925497486780329,0.006925497486780329,0.14027267725915912,0.14901906219044392
2015-12-09 00:00:00-05:00,-0.022322662876641586,-0.022322662876641586,-0.016375613329050614,-0.016375613329050614,-0.022136475250955558,-0.022136475250955558,-0.018687478684151916,-0.018687478684151916,-0.017907495233586285,0.017907495233586285,-0.019485945074877192,-0.012322946981442678,0.12794973027771644,0.14901906219044392
